iteration,objective,volume,volume_lb,beta
1,6.467952107305226,0.4013123398875364,0.4013123398875364,1.0
2,6.468035980511004,0.4013103451077105,0.4013103451077105,1.0
3,6.468874666800584,0.4012904005722779,0.4012904005722779,1.0
4,6.48094589305824,0.40100377560690487,0.40100377560690487,1.0
5,6.654346182677469,0.3969743582148135,0.3969743582148135,1.0
6,9.195704032504844,0.35163889844214985,0.35163889844214985,1.0
7,12.292742003008142,0.3161728744238458,0.3161728744238458,1.0
8,13.955550380069146,0.30193477452544193,0.30193477452544193,1.0
9,14.0726882552512,0.3009682953635001,0.3009682953635001,1.0
10,14.05955832401137,0.30096894524660545,0.30096894524660545,1.0
11,14.04925195067975,0.3009868176688387,0.3009868176688387,1.0
12,14.040182872481008,0.3009830309039998,0.3009830309039998,1.0
13,14.024574492814153,0.3009725493915124,0.3009725493915124,1.0
14,13.995820834751147,0.30095462076526125,0.30095462076526125,1.0
15,13.952049746826685,0.30093478281107583,0.30093478281107583,1.0
16,13.901805451112342,0.3009259920839226,0.3009259920839226,1.0
17,13.848230943048925,0.3009147501149233,0.3009147501149233,1.0
18,13.774235433534637,0.30088529381645585,0.30088529381645585,1.0
19,13.671291608849835,0.30084519116084396,0.30084519116084396,1.0
20,13.5294525055021,0.3007911945515024,0.3007911945515024,1.0
21,13.36905460235027,0.30077538251788705,0.30077538251788705,1.0
22,13.237500169067973,0.300840594740561,0.300840594740561,1.0
23,13.15393546408019,0.300902092656748,0.300902092656748,1.0
24,13.103769532757163,0.30093240781740715,0.3009324078174072,1.0
25,13.06635557928191,0.3009598191631544,0.3009598191631544,1.0
26,13.045523864665569,0.3009710754217343,0.3009710754217343,1.0
27,13.032296263461012,0.30098265717182515,0.30098265717182515,1.0
28,13.024092319595928,0.30098899099918863,0.30098899099918863,1.0
29,13.018620776379436,0.300993438744557,0.300993438744557,1.0
30,13.014686390712885,0.30099389740489213,0.30099389740489213,1.0
31,13.010674794728187,0.30099382432449484,0.30099382432449484,1.0
32,13.00640549121919,0.3009935218395545,0.3009935218395545,1.0
33,13.002551338953115,0.30099457526998785,0.30099457526998785,1.0
34,12.999031547451555,0.30099458076025054,0.30099458076025054,1.0
35,12.995280149800392,0.3009942424753528,0.3009942424753528,1.0
36,12.99146768208353,0.30099458487998726,0.30099458487998726,1.0
37,12.988334396667511,0.3009957624705396,0.30099576247053966,1.0
38,12.986345712423963,0.30099726801991167,0.30099726801991167,1.0
39,12.98474008600426,0.30099769014676253,0.30099769014676253,1.0
40,12.983138886352721,0.3009975429374364,0.30099754293743647,1.0
41,12.981293014828019,0.3009973049346599,0.30099730493465987,1.0
42,12.979055600091854,0.30099661935132493,0.30099661935132493,1.0
43,12.976282301897523,0.3009959833175737,0.3009959833175737,1.0
44,12.972822695367483,0.30099491689225455,0.30099491689225455,1.0
45,12.968456112787587,0.30099385476033674,0.30099385476033674,1.0
46,12.963121218767556,0.30099287378363304,0.30099287378363304,1.0
47,12.959571143754884,0.3009965542759398,0.3009965542759398,1.0
48,12.957778555830398,0.30099776703550396,0.30099776703550396,1.0
49,12.955842516702042,0.30099720975612687,0.3009972097561269,1.0
50,12.952879386951313,0.30099584318956585,0.30099584318956585,1.0
51,49.130259610155704,0.1661428433065088,0.1661428433065088,2.0
52,49.12895005010077,0.16614486196595835,0.16614486196595832,2.0
53,49.115857971854936,0.16616504661916268,0.16616504661916268,2.0
54,48.92799267818477,0.16645538778489913,0.16645538778489913,2.0
55,46.341918650647955,0.17059168046804105,0.17059168046804105,2.0
56,43.8190525073882,0.17490254656714277,0.17490254656714277,2.0
57,41.36264243592164,0.17939964877020378,0.17939964877020378,2.0
58,20.923788077959493,0.23848966346040623,0.23848966346040623,2.0
59,12.988057470702971,0.28952056380022706,0.2895205638002271,2.0
60,11.447418040897528,0.3002067422802749,0.3002067422802749,2.0
61,10.950856899082547,0.3002112828112907,0.3002112828112907,2.0
62,10.279042225833367,0.3006073302518919,0.3006073302518919,2.0
63,9.728926194266169,0.3002838738971543,0.3002838738971543,2.0
64,9.113380461840794,0.300336639571332,0.300336639571332,2.0
65,8.530147176458502,0.30030249876411474,0.30030249876411474,2.0
66,8.055504682484052,0.3002739852311882,0.3002739852311882,2.0
67,7.6689066695348185,0.30025466884349983,0.3002546688434999,2.0
68,7.383404555153195,0.30021897667536923,0.30021897667536923,2.0
69,7.217255745940692,0.30046423983126835,0.30046423983126835,2.0
70,7.12223603569394,0.3006728287866589,0.30067282878665885,2.0
71,7.090910430548648,0.30075934843567137,0.30075934843567137,2.0
72,7.317282759529804,0.30061449364392023,0.30061449364392023,2.0
73,7.321123453294892,0.30061675718204506,0.30061675718204506,2.0
74,7.186202222545458,0.30077295910725343,0.30077295910725343,2.0
75,7.044641399233874,0.3009749445238767,0.3009749445238767,2.0
76,7.037162041545159,0.300994925866415,0.300994925866415,2.0
77,7.017897896510405,0.30093660047355136,0.30093660047355136,2.0
78,6.993525594038999,0.3008896434318845,0.3008896434318845,2.0
79,6.97580480440454,0.3009072549821655,0.30090725498216553,2.0
80,7.017291577710842,0.3008391879198632,0.3008391879198632,2.0
81,6.995853501902002,0.3008928615097042,0.30089286150970423,2.0
82,6.964766271483743,0.30098335684648325,0.30098335684648325,2.0
83,6.96066519738018,0.3009973596457759,0.3009973596457759,2.0
84,6.9532409547624185,0.3009774064636561,0.3009774064636561,2.0
85,6.9431759868522045,0.3009532188501236,0.30095321885012366,2.0
86,6.934984480209557,0.3009544825035922,0.3009544825035922,2.0
87,6.94341571600666,0.3009421310796454,0.3009421310796454,2.0
88,6.935225077011112,0.30096896747862867,0.3009689674786287,2.0
89,6.929895753775606,0.30099453314184166,0.30099453314184166,2.0
90,6.928240794998408,0.30099838904558546,0.3009983890455854,2.0
91,6.924546869008309,0.3009869870241001,0.3009869870241001,2.0
92,6.91965766711469,0.3009765307788466,0.3009765307788467,2.0
93,6.915891862656039,0.3009749852104484,0.3009749852104484,2.0
94,6.926508531864315,0.3009663954069356,0.3009663954069356,2.0
95,6.917989856780536,0.30097912681174976,0.30097912681174976,2.0
96,6.912340196603538,0.3009961001358469,0.3009961001358469,2.0
97,6.90949533976954,0.30098864012582033,0.30098864012582033,2.0
98,6.907048122386896,0.3009810042773198,0.3009810042773198,2.0
99,6.908272479274928,0.3009822139558135,0.3009822139558135,2.0
100,6.904106920737932,0.3009969470223207,0.3009969470223207,2.0
101,7.034952685344957,0.256284393462465,0.256284393462465,3.0
102,7.034790769022654,0.2562876092577102,0.2562876092577102,3.0
103,7.033172833868929,0.2563197517133773,0.2563197517133773,3.0
104,7.010085053387215,0.25678073779760857,0.25678073779760857,3.0
105,6.7105215990498515,0.2631675644205347,0.2631675644205347,3.0
106,6.433930583582688,0.2697508429658182,0.2697508429658182,3.0
107,5.549679244242226,0.29695637895627397,0.29695637895627397,3.0
108,5.364182513611612,0.3000947690039975,0.3000947690039975,3.0
109,5.210330175532979,0.30021278091056375,0.3002127809105637,3.0
110,5.148118949487245,0.3005446954514751,0.3005446954514751,3.0
111,5.105411957284645,0.30069522032769813,0.30069522032769813,3.0
112,5.073649158436131,0.3007673188430915,0.3007673188430915,3.0
113,5.04720953009932,0.3008031716294978,0.3008031716294978,3.0
114,5.021630716439667,0.30079927106729853,0.30079927106729853,3.0
115,4.9962681828864834,0.30081052666317876,0.30081052666317876,3.0
116,4.97624132396147,0.3008550922916678,0.3008550922916678,3.0
117,4.959523353474262,0.300873488419399,0.300873488419399,3.0
118,4.9452240878861025,0.3008953621646674,0.3008953621646674,3.0
119,4.933804746514593,0.3009129841794047,0.3009129841794047,3.0
120,4.924151333080609,0.3009268773918734,0.3009268773918734,3.0
121,4.916437808642796,0.3009403847232245,0.3009403847232245,3.0
122,4.910235155308602,0.3009448524795948,0.3009448524795948,3.0
123,4.905438601098269,0.30094288817359877,0.30094288817359877,3.0
124,4.902515072482334,0.3009393961127864,0.3009393961127864,3.0
125,4.9037595037822035,0.30090696406220874,0.30090696406220874,3.0
126,4.900164218369128,0.3009585582557278,0.3009585582557278,3.0
127,4.896549259756085,0.3009839503545867,0.3009839503545867,3.0
128,4.895247020426936,0.300997699107367,0.300997699107367,3.0
129,4.89301124518764,0.30098482838316387,0.30098482838316387,3.0
130,4.889745201508148,0.3009689294329758,0.3009689294329758,3.0
131,4.886159190047846,0.3009718169896336,0.3009718169896336,3.0
132,4.882934370793944,0.30097421784327866,0.3009742178432787,3.0
133,4.879809460115031,0.30097395589559706,0.30097395589559706,3.0
134,4.877127604566942,0.3009791474740429,0.30097914747404286,3.0
135,4.875057245788309,0.30098008955380867,0.30098008955380867,3.0
136,4.873004226548203,0.3009785099736491,0.3009785099736491,3.0
137,4.872253255804394,0.3009749418796607,0.3009749418796607,3.0
138,4.879661225196565,0.30094264411662497,0.30094264411662497,3.0
139,4.874755330150052,0.3009665454927669,0.3009665454927669,3.0
140,4.870084257595006,0.30099523044397875,0.30099523044397875,3.0
141,4.869533780806312,0.3009993174930726,0.3009993174930726,3.0
142,4.868530643338537,0.30099350394785007,0.30099350394785007,3.0
143,4.867196485123339,0.30098896145644827,0.3009889614564482,3.0
144,4.865977321201507,0.30099076892064935,0.30099076892064935,3.0
145,4.864996865663602,0.3009922642976015,0.3009922642976015,3.0
146,4.864236633248997,0.3009938280484812,0.3009938280484812,3.0
147,4.863637725788446,0.30099492916022297,0.30099492916022297,3.0
148,4.863103595702892,0.30099546693900747,0.30099546693900747,3.0
149,4.862621518635737,0.3009962387579864,0.3009962387579864,3.0
150,4.862228837627982,0.300996954663601,0.300996954663601,3.0
151,4.485118103378538,0.283563346893027,0.283563346893027,4.0
